2017.11.02 08.58.46.814;10.3.0.40;13102;24 52 4F 56 2C 37 32 2E 34 2C 2D 31 2E 30 2C 2D 33 2E 37 2C 33 34 31 2E 36 2C 30 2E 30 2C 36 31 2E 35 32 35 38 31 36 2C 32 2E 32 30 39 38 37 38 2C 2A 0D 0A
2017.11.02 08.58.46.821;10.3.0.40;4002;17 26 19 00 00 14 1C 14 01 04 27 2B 27 14 1E 24 24 16 0E 19 33 39 1F 06 00 2B 2E 2F 16 13 14 21 21 17 01 00 13 1B 09 00 09 1E 1E 1B 03 00 00 0F 04 00 03 21 2F 2F 0C 00 00 00 09 00 00 07 14 2E 19 03 00 00 01 0E 03 00 0E 0B 13 13 00 00 00 06 07 00 06 01 0E 0F 01 00 0E 0C 09 09 0C 07 0B 07 09 0C 0E 07 00 09 13 06
2017.11.02 08.58.46.836;10.3.0.40;4002;09 0F 0F 01 00 00 21 00 0F 00 03 00 13 03 00 1F 0F 0E 11 07 0F 0C 0F 0E 0B 00 0E 09 07 0C 0C 07 16 07 07 13 1B 17 06 07 11 13 0B 09 17 1F 1E 1F 0F 04 00 13 1F 07 04 06 16 1F 27 27 14 1C 27 27 17 13 14 14 27 23 0E 16 04 29 24 1F 17 2B 29 1E 17 14 13 24 1F 19 03 0F 37 2B 2C 17 24 1C 21 16 19 19 2F 19 1F 14 16 1E
2017.11.02 08.58.46.843;10.3.0.40;4002;1B 13 0B 1B 1E 21 29 1C 11 24 29 1F 1C 1C 1C 13 36 31 21 21 21 19 1B 17 1C 26 2F 39 19 19 24 27 16 1B 23 1B 19 33 33 1E 11 29 2B 26 17 13 27 27 2B 26 1B 23 29 27 1C 1F 1E 1C 2F 2F 2B 13 26 26 16 1E 0F 1C 1F 2F 27 29 0F 23 26 34 29 24 31 24 2C 2C 29 19 21 3E 3C 1B 19 19 16 23 1C 26 27 27 23 24 24 1C 1E 23 33 23
2017.11.02 08.58.46.850;10.3.0.40;4002;27 26 39 2B 16 24 23 2C 33 1E 13 36 16 2B 21 21 17 24 3F 42 26 26 1F 23 26 06 1C 23 1C 3C 1C 11 1C 1C 1E 1C 1E 26 24 1B 11 1E 24 1B 1B 19 19 26 23 26 21 1C 1B 1E 1F 1F 2E 26 26 21 23 16 1F 13 26 33 2B 17 1F 1C 29 1C 1E 1C 1E 31 24 21 21 2C 2F 26 21 1E 14 2C 1B 17 21 14 27 21 23 1B 1B 1C 26 16 16 11 0B 1C 16 19
2017.11.02 08.58.46.861;10.3.0.40;4002;23 21 14 0E 24 1F 19 1E 1C 23 1F 1E 1C 17 1E 1E 1C 0B 23 1B 29 26 1C 19 19 11 26 1B 19 13 13 1C 23 1B 1B 13 14 16 0B 14 0F 14 1C 2E 1E 1B 11 14 16 0C 26 11 1C 16 11 1F 16 23 21 19 14 01 11 0B 23 26 09 1B 1F 1C 24 16 19 11 13 1E 1F 16 07 0E 19 19 03 17 14 09 17 19 09 0C 17 1C 0B 16 13 11 21 23 09 11 13 13 13 21
2017.11.02 08.58.46.870;10.3.0.40;4002;1E 13 06 19 16 16 17 16 1C 16 1C 17 1B 1E 04 13 14 0E 19 16 04 0F 00 11 14 00 0F 0F 11 14 16 11 1F 06 14 0B 16 11 00 19 16 16 1C 0B 07 13 11 1B 04 13 16 06 17 0F 16 17 1F 21 0B 13 0E 09 17 19 1C 13 0B 17 17 0E 16 0B 07 13 04 1C 17 13 16 0F 0E 04 1B 19 16 11 11 07 0B 0E 0B 0E 0C 0C 0E 14 16 0F 0E 0E 11 17 13 0F
2017.11.02 08.58.46.880;10.3.0.40;4002;17 1B 0B 0F 07 16 16 03 16 0E 0B 03 0F 1B 1F 04 0C 0B 17 14 1F 1E 06 13 00 03 01 13 0F 16 04 16 0F 0F 0E 0E 09 0A 40 30 33 34 31 41 03 02 FF 00 02 80 02 39 03 11 10 00 8D 23 F4 01 33 33 33 05 3A 73 00 87 22 00 00 85 00 F2 06 0E 12 20 6E 0C 1A 03 0F 00 1B 39 3C 4C 26 24 2B 0B 00 00 00 00 00 00 00 00 00 00 3C 42
2017.11.02 08.58.46.889;10.3.0.40;4002;39 42 27 3C 2C 23 06 1F 2E 16 54 56 37 07 16 0C 0F 11 03 00 19 2C 29 21 1E 1C 19 1E 1E 11 0E 00 21 11 2B 26 0E 0B 0B 00 00 00 00 01 00 00 00 00 00 00 00 00 06 00 00 00 00 00 00 00 00 00 03 09 07 00 04 01 07 03 00 06 00 00 03 0B 00 00 00 00 00 00 00 00 24 1F 11 00 00 00 0F 0C 01 0C 1B 0F 0C 0E 07 14 24 24 03 0B
2017.11.02 08.58.46.912;10.3.0.40;4002;01 17 1E 1C 04 00 0F 1E 1B 17 13 27 24 2E 2F 04 04 04 17 1B 00 00 1B 14 1E 11 0B 2C 31 1B 0C 00 19 13 2E 2B 07 17 27 23 14 06 00 23 2C 31 19 00 16 2F 2E 13 0F 07 26 29 06 00 2C 49 4C 36 13 11 17 06 16 13 0E 4A 51 3A 13 00 1C 16 2B 13 09 1C 37 3C 37 09 17 19 11 11 1C 01 1B 3A 3C 2F 0B 27 21 27 11 0F 04 24 1C 19
2017.11.02 08.58.46.912;10.3.0.40;4002;0C 01 0F 0E 07 07 09 00 00 06 03 17 09 0B 00 0E 00 04 00 00 07 09 0B 06 06 09 00 00 00 0B 13 07 03 03 14 1B 14 09 0F 00 01 16 17 0E 0E 07 11 00 00 17 16 00 00 11 17 00 09 0F 0E 0C 14 14 13 0C 14 0C 0B 16 16 06 1E 13 0C 0F 0B 0F 16 11 0C 0C 17 17 0C 16 0C 0F 11 0E 0C 06 19 09 07 06 23 0E 0F 0C 0C 14 17 21 07 16
2017.11.02 08.58.46.916;10.3.0.40;13102;24 52 4F 56 2C 37 32 2E 34 2C 2D 31 2E 30 2C 2D 33 2E 37 2C 33 34 31 2E 36 2C 30 2E 30 2C 36 31 2E 35 32 35 38 31 36 2C 32 2E 32 30 39 38 37 38 2C 2A 0D 0A
2017.11.02 08.58.46.922;10.3.0.40;4002;11 0C 27 14 0E 1C 0C 1B 1B 1C 1C 24 1F 2C 0E 0B 09 23 24 13 19 1C 17 1C 07 0F 17 27 2B 2B 1C 0E 16 1C 06 19 1B 26 17 0C 17 17 0E 17 0E 14 1B 1B 27 1F 19 19 13 21 24 24 0C 06 17 11 17 1C 19 1F 24 1C 24 21 0C 29 23 1C 27 1E 0E 1C 11 13 2C 29 19 24 1F 11 26 24 23 14 1B 19 19 2C 17 1C 21 33 26 23 24 16 1E 23 21 1E
2017.11.02 08.58.46.928;10.3.0.40;4002;21 1E 2E 33 2E 23 1F 1F 11 2B 16 0F 2B 27 33 27 1B 17 11 27 24 19 21 13 27 31 36 13 24 0B 29 29 16 1B 1C 2F 2C 21 27 23 1B 2C 1E 1F 1E 29 1C 27 14 29 1F 17 1C 11 1C 24 26 1E 24 21 1F 1E 0B 19 1F 1F 33 34 2C 24 17 0F 2F 27 1C 1B 1B 33 24 1B 1C 21 24 26 27 14 21 1F 23 17 1C 23 03 14 13 2C 14 21 29 29 24 1E 1E 1B
2017.11.02 08.58.46.937;10.3.0.40;4002;27 0C 23 1C 17 21 1E 16 1F 23 1E 23 21 1C 1C 1E 17 1B 0F 14 16 19 1C 1E 19 21 1F 14 1B 24 24 23 14 1B 1C 1E 14 13 16 14 21 26 14 1C 13 0F 1F 1E 11 1C 16 19 1C 1B 23 07 1B 0E 1B 21 16 17 0F 0F 1E 14 0C 09 0C 13 06 1E 1B 07 14 0E 06 16 16 0F 19 1B 23 03 0C 17 0E 0F 14 14 1B 16 21 07 0E 0C 0E 13 0C 1B 1B 23 1E 0E
2017.11.02 08.58.46.947;10.3.0.40;4002;11 16 0E 04 04 06 04 13 0E 14 0F 07 2C 2C 1B 1B 13 13 11 0F 17 17 13 16 1B 14 14 09 06 06 07 09 07 0E 00 14 0C 0F 1F 14 0C 0E 06 11 03 01 1F 00 13 0F 13 16 16 13 0F 07 0E 0C 19 17 06 0F 07 0E 0E 06 17 07 19 13 13 1E 11 16 17 0B 17 1B 11 14 19 0F 1E 06 16 0E 13 07 16 11 13 0E 11 0C 0B 1F 0C 0B 0C 0F 0F 04 13 11
2017.11.02 08.58.46.957;10.3.0.40;4002;03 13 00 11 11 07 14 09 19 19 04 00 07 0C 14 0F 11 0B 06 17 07 00 1B 0E 0B 04 13 17 09 14 14 14 1B 13 11 13 11 13 17 07 0B 0E 17 0E 0A 40 30 33 34 31 41 03 02 FF 00 02 80 02 39 03 11 10 00 8D 23 F4 01 33 33 33 05 3A 73 00 87 22 00 00 85 00 F2 06 0E 12 20 8E 0C 1A 03 09 00 19 39 3E 47 21 2B 33 1B 17 00 00 00 00
2017.11.02 08.58.46.978;10.3.0.40;4002;00 00 00 00 19 4C 4C 4F 52 3C 3A 47 31 13 13 0B 0F 1B 19 13 0F 0C 21 19 07 01 24 16 31 3A 39 3A 23 1B 29 3E 4A 16 16 04 06 1F 26 1B 01 09 0F 00 00 00 06 07 00 00 00 03 00 00 00 03 00 01 00 03 00 00 00 00 00 00 00 00 00 00 06 04 00 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 04 03
2017.11.02 08.58.46.978;10.3.0.40;4002;00 07 07 00 00 00 00 01 17 0E 00 06 00 00 00 00 11 04 21 16 23 01 03 04 06 0B 1B 1C 01 36 13 31 07 13 04 0B 0C 0E 0C 3C 44 2F 2C 14 0C 0C 13 0F 0E 0E 3A 17 21 0B 04 23 0F 19 01 06 09 31 1E 1F 19 06 21 2E 0F 14 0E 26 23 24 13 1E 2B 39 39 24 0E 06 2C 19 21 17 11 23 26 27 03 09 1F 23 21 1F 0B 0E 33 36 34 16 2F 34
2017.11.02 08.58.46.986;10.3.0.40;4002;39 33 1E 11 2C 33 33 1F 1E 16 31 2B 21 1C 06 23 26 2B 13 00 36 37 29 13 00 19 16 2B 29 16 2C 27 34 21 07 1B 16 1F 1E 0C 01 3C 24 29 1C 06 14 07 00 11 13 0F 31 29 2B 0C 1B 16 09 0C 0C 0B 0E 14 14 14 07 16 17 14 09 0B 0F 0F 1B 1E 11 17 1B 1F 04 17 04 0E 11 16 13 04 0B 19 19 01 09 06 09 16 13 00 1C 13 1C 13 16 0B
2017.11.02 08.58.46.996;10.3.0.40;4002;19 1B 17 0B 2B 0E 17 1F 06 04 07 0C 07 13 0B 1C 21 1F 17 0F 1B 07 07 14 14 16 16 11 0B 13 11 0C 16 13 26 19 0B 06 01 07 13 13 13 19 0B 16 1C 13 1E 1F 17 13 21 24 0C 23 1B 09 23 1E 0E 0F 17 06 09 19 27 27 2B 1B 11 14 0E 1C 17 19 1F 21 2B 27 24 14 13 19 19 14 1F 21 23 07 16 17 0C 07 1B 19 17 19 23 21 1E 19 16 1F
2017.11.02 08.58.47.005;10.3.0.40;4002;1C 21 14 13 13 1E 16 23 21 1B 16 09 13 14 13 1F 16 19 13 16 17 1E 1F 13 16 0C 1F 0F 06 16 2E 1F 21 23 17 21 2B 1C 1C 23 26 21 1C 24 17 14 16 07 17 1E 1F 23 26 16 21 19 1C 1B 17 1B 1E 1B 29 24 23 0F 09 16 14 1C 2C 16 27 27 1F 1E 19 0C 1B 21 2B 2B 1C 2C 31 1F 1C 17 19 24 0F 34 26 26 1E 17 19 07 1B 29 29 21 24 0E
2017.11.02 08.58.47.015;10.3.0.40;4002;19 13 0C 21 1E 13 1F 1E 14 19 14 16 1B 17 11 1E 16 11 16 0F 0B 19 11 0F 1E 16 23 16 11 1B 21 1F 1E 09 21 1F 16 1C 19 1B 1C 23 21 19 14 07 06 11 19 1B 1B 1C 0F 13 13 1F 16 16 16 11 19 1F 17 0E 0F 21 19 14 17 03 1E 0E 13 1E 00 1B 0F 13 13 14 14 0E 0C 1C 06 1E 1E 19 0B 1E 07 09 11 04 11 04 17 16 0E 17 14 1E 17 1C
2017.11.02 08.58.47.015;10.3.0.40;13102;24 52 4F 56 2C 37 32 2E 34 2C 2D 31 2E 30 2C 2D 33 2E 37 2C 33 34 31 2E 36 2C 30 2E 30 2C 36 31 2E 35 32 35 38 31 36 2C 32 2E 32 30 39 38 37 38 2C 2A 0D 0A
2017.11.02 08.58.47.044;10.3.0.40;4002;11 0E 0F 19 14 1B 0C 13 06 0B 09 0C 0C 0F 13 17 16 11 11 0C 0E 13 13 0F 14 09 0E 03 0B 17 14 0F 13 04 16 1B 11 14 13 1E 1C 1C 23 19 13 07 0F 16 19 19 11 0F 0B 1E 14 09 0C 11 0F 04 09 0F 00 11 14 19 19 14 11 06 0F 14 07 14 16 17 16 07 14 19 00 14 0B 13 13 0F 0E 0C 09 19 16 04 0C 00 16 19 09 11 0E 11 11 07 04 14
2017.11.02 08.58.47.044;10.3.0.40;4002;06 14 0E 13 0F 14 11 00 00 0B 14 0B 06 0B 09 19 16 11 11 13 04 17 09 0C 03 04 07 07 00 01 0B 13 16 04 04 07 11 0E 0C 0E 0F 0C 0C 14 0F 13 0C 0F 09 0B 13 0A 40 30 33 34 31 41 03 02 FF 00 02 80 02 39 03 11 10 00 8D 23 F4 01 33 33 33 05 3A 73 00 87 22 00 00 85 00 F2 06 0E 12 20 AE 0C 1A 03 0B 00 19 3A 3E 49 26 1F
2017.11.02 08.58.47.044;10.3.0.40;4002;39 2E 1F 00 00 00 00 00 00 00 00 1B 56 3E 52 31 47 46 47 19 14 1C 27 1B 26 1B 1F 2B 21 46 11 0C 23 0F 16 26 23 13 1F 26 16 26 41 33 0B 41 1C 23 24 1C 1C 0B 00 0C 0C 06 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 06 00 00 00 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2017.11.02 08.58.47.055;10.3.0.40;4002;00 00 00 00 00 00 00 00 00 00 00 00 00 00 0B 07 00 00 00 00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 06 00 00 06 03 00 00 00 0C 11 11 0E 14 0F 00 00 07 00 00 00 19 07 1B 00 00 0F 01 00 01 00 04 33 00 1C 09 00 17 1E 09 00 00 04 1B 11 06 00 00 0F 0B 04 07 00 13 0C 16 00 0E 0E 2B 27 06 07 00 11 09 13 14
2017.11.02 08.58.47.064;10.3.0.40;4002;03 00 1B 0B 09 00 04 11 11 0C 00 1B 1C 1C 1C 03 11 0F 24 19 17 11 09 23 11 0C 06 19 16 19 17 0E 01 11 14 13 07 03 19 1B 1C 06 13 16 16 19 1E 04 00 16 2F 11 00 01 01 1B 17 13 0B 23 26 26 1C 0E 06 21 23 14 01 0B 21 1B 0E 0B 27 11 1C 1C 09 06 11 21 1C 13 11 0E 37 1C 23 0E 01 07 24 1F 11 0E 3A 3A 27 26 11 1B 1C 21
2017.11.02 08.58.47.073;10.3.0.40;4002;0B 09 1C 41 2B 26 13 24 17 17 06 1C 23 2C 39 1B 2B 13 21 21 0F 0E 0C 23 36 39 26 23 23 0F 14 1F 1E 09 1B 34 0C 29 07 2B 16 14 03 0E 11 13 2E 1F 24 06 07 16 16 11 1B 1E 21 1E 1E 07 1E 26 26 21 1C 01 0F 14 11 19 16 16 13 17 21 16 1B 19 16 04 00 13 19 1B 13 1B 0F 13 06 19 21 11 11 0E 1C 16 0F 16 09 17 17 26 1E 1E
2017.11.02 08.58.47.083;10.3.0.40;4002;26 11 23 1E 14 0E 19 1F 14 13 1C 1C 11 21 13 0E 1E 19 23 0F 0B 26 1B 1B 14 14 19 1F 1C 21 16 11 0C 1C 1B 01 16 16 29 19 24 1C 1B 1B 14 1C 11 1E 23 1F 2B 29 1B 1B 19 1B 21 23 11 26 24 11 0F 13 14 24 23 21 16 06 2C 17 16 1F 13 16 1C 1B 17 19 1B 1E 1E 17 17 14 17 26 2E 21 1F 23 1B 19 07 1C 1C 1E 27 26 1C 21 16 1F
2017.11.02 08.58.47.113;10.3.0.40;4002;21 13 1F 1F 27 19 23 09 19 11 0C 0E 13 19 1C 1F 1F 11 1C 13 23 1B 16 11 00 00 19 27 2C 2B 23 29 17 2F 23 29 3A 3A 39 31 3C 42 2F 3C 42 44 39 41 37 31 47 42 3F 2F 31 37 3F 4A 3A 42 31 44 46 42 33 3F 39 3E 3A 39 37 37 44 3C 36 31 31 37 39 36 39 33 37 39 34 37 37 37 37 3C 42 42 3C 3C 37 2E 2F 33 31 34 21 2F 29 34
2017.11.02 08.58.47.114;10.3.0.40;4002;1F 3A 23 2F 27 1C 2C 2B 26 1C 1E 2C 34 2C 24 27 1C 2F 23 1C 2C 27 2E 29 27 19 26 2C 27 2F 17 2C 29 19 13 2B 0F 2C 2F 33 1C 24 26 27 1E 1E 27 24 1E 24 1F 1F 13 17 21 14 13 1B 1C 23 16 19 13 1F 1F 11 17 1E 23 17 17 1E 1C 1E 1E 19 1C 0C 1B 1B 13 13 14 07 0F 11 16 14 01 16 06 1E 16 09 11 09 1F 11 0F 13 13 14 14 0E
2017.11.02 08.58.47.114;10.3.0.40;4002;19 17 00 09 19 13 1B 04 07 11 0C 0C 0C 16 0C 00 1C 07 0B 17 03 0F 00 0E 0E 0E 11 00 07 0E 0E 13 13 00 11 11 13 13 01 09 13 0C 16 03 0C 09 0B 0C 04 16 16 14 13 14 11 0E 04 0F 0A 40 30 33 34 31 41 03 02 FF 00 02 80 02 39 03 11 10 00 8D 23 F4 01 33 33 33 05 3A 73 00 87 22 00 00 85 00 F2 06 0E 12 20 CE 0C 1A 03 03
2017.11.02 08.58.47.120;10.3.0.40;13102;24 52 4F 56 2C 37 32 2E 34 2C 2D 31 2E 30 2C 2D 33 2E 37 2C 33 34 31 2E 36 2C 30 2E 30 2C 36 31 2E 35 32 35 38 31 36 2C 32 2E 32 30 39 38 37 38 2C 2A 0D 0A
2017.11.02 08.58.47.122;10.3.0.40;4002;00 17 3C 46 47 29 16 1B 24 36 00 00 06 00 00 00 00 00 27 4A 4F 4F 4E 37 4C 31 13 1E 16 29 2C 2C 26 26 17 19 4C 2B 0F 1B 0C 37 4A 24 1B 0C 17 19 11 2E 01 01 06 11 17 11 13 06 04 04 0B 0C 00 00 00 00 07 06 07 00 00 0E 06 04 00 00 00 06 07 00 00 0B 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 04 04 00 00
2017.11.02 08.58.47.132;10.3.0.40;4002;00 00 00 00 00 00 00 00 00 00 00 00 06 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 07 0B 00 00 00 00 00 00 00 00 00 11 00 11 00 00 00 00 00 00 00 00 1F 0B 16 00 00 00 00 00 00 00 37 36 2E 14 00 00 06 00 00 00 00 42 0F 34 03 00 06 0B 00 00 00 2E 3A 2C 2C 00 00 00 01 00 00 09 31 24 19 01 00 00 09 00
2017.11.02 08.58.47.141;10.3.0.40;4002;03 00 06 27 13 1B 09 04 00 11 07 04 00 23 23 0E 0B 09 03 07 01 07 00 0B 21 06 0B 07 00 0F 0E 0E 0B 00 14 1E 00 0B 06 03 0E 0B 00 00 00 27 1F 11 00 00 0C 00 0E 13 06 17 1C 1B 1B 0E 09 03 0C 0B 00 04 1E 24 16 04 16 1C 0B 07 04 09 14 27 1E 17 00 0F 17 14 00 06 01 19 27 13 14 09 11 1C 06 01 13 0E 26 1C 01 01 00 1C
2017.11.02 08.58.47.182;10.3.0.40;4002;27 16 17 0B 0E 26 11 17 03 01 29 1B 13 0F 1C 1F 16 1B 1C 07 16 0E 14 16 0B 16 2E 29 0F 0F 0E 26 26 27 24 0C 14 16 1C 16 17 1C 33 21 23 17 1B 1E 24 06 16 0E 1C 21 19 1E 04 0C 19 1F 16 16 0C 23 21 26 1C 26 16 21 19 14 16 17 29 23 24 11 1B 23 23 13 1E 1F 1B 26 1F 0C 09 21 0F 1C 1E 1C 0E 21 23 1E 0C 04 0C 1E 04 13
2017.11.02 08.58.47.182;10.3.0.40;4002;11 26 1F 0F 09 1B 19 16 17 16 16 11 03 17 17 16 0F 04 19 1E 16 11 06 16 24 1F 21 16 17 23 1F 26 14 03 2B 26 31 06 13 29 2B 1F 23 06 19 2C 19 24 0E 21 31 1B 1E 1E 29 14 1F 33 31 0C 1E 2B 1C 23 29 27 3A 2E 23 16 1B 19 17 1E 14 21 23 2E 21 31 17 07 1F 0E 14 11 19 2E 2E 17 19 07 1F 1E 19 26 11 0F 16 14 27 0B 19 1E
2017.11.02 08.58.47.183;10.3.0.40;4002;16 24 23 1B 19 2C 0F 17 17 24 2B 0F 1B 06 19 1E 16 1E 0C 06 1C 1B 1B 1C 0E 06 17 13 17 1E 19 09 21 21 27 16 14 21 1C 03 13 0F 1C 21 14 13 17 16 14 13 19 19 11 13 16 16 13 11 11 19 1C 11 11 0C 14 16 0C 0B 01 01 17 14 16 17 0E 16 19 07 06 0C 09 0E 07 21 1C 16 19 0C 0B 17 0F 17 21 26 06 16 17 04 0C 0E 03 14 03 1F
2017.11.02 08.58.47.183;10.3.0.40;4002;16 13 1E 1E 19 13 0F 0B 0C 0B 13 07 0C 1E 0B 11 11 0B 01 11 1E 1C 13 14 13 0C 13 1F 1E 0C 09 01 0E 14 11 09 09 03 13 0B 0B 16 0C 07 0E 0B 16 11 07 09 0B 0F 0B 03 14 16 13 13 11 06 00 0C 0F 0F 0C 0E 0E 11 03 14 14 06 01 0B 0E 07 14 11 16 0C 00 0E 0E 04 0F 04 00 19 19 0B 16 03 09 16 13 16 0E 0B 1C 09 0E 0B 0B 17
2017.11.02 08.58.47.194;10.3.0.40;4002;16 14 13 0F 14 1B 0C 17 0F 0C 16 0B 0F 13 0F 13 0E 0E 0F 13 07 09 0F 07 0F 0E 0E 0F 03 04 01 06 0B 11 13 0C 0F 09 13 00 09 09 03 01 11 00 0C 01 0F 13 00 0E 06 14 0E 17 17 11 09 14 17 0B 09 01 0F 0A 40 30 33 34 31 41 03 02 FF 00 02 80 02 39 03 11 10 00 8D 23 F4 01 33 33 33 05 3A 73 00 87 22 00 00 85 00 F2 06 0E
2017.11.02 08.58.47.200;10.3.0.40;4002;12 20 EE 0C 1A 03 09 00 17 3E 44 44 29 2E 37 3C 34 00 01 00 00 00 00 00 00 2B 54 3E 49 36 42 59 41 3C 3F 37 39 44 3F 2E 2F 2C 24 19 16 13 09 06 23 2C 17 0C 21 24 24 14 0C 13 1C 11 1E 1B 1E 14 0C 03 01 0E 0E 0F 06 0B 0B 09 01 19 00 04 11 04 1F 06 00 00 0F 0C 00 00 00 23 03 23 00 00 00 00 00 00 00 00 0E 11 11 00
