1519129259.4463165,currentNEDPos_rz,double,,,,,,0.6871962547302246
1519129259.4462106,currentNEDPos_x,double,,,,,,-7.0304741859436035
1519129259.4462626,currentNEDPos_y,double,,,,,,-1.3662569522857666
1519129259.4461195,bins,binary,1.5393804002589988,0.015707963267948967,30.0,300,300,"(9, 11, 15, 13, 7, 7, 11, 11, 3, 8, 11, 5, 12, 9, 11, 8, 7, 8, 5, 11, 10, 12, 10, 12, 11, 10, 8, 8, 14, 13, 6, 11, 8, 15, 7, 12, 13, 9, 9, 7, 12, 12, 9, 12, 8, 6, 10, 5, 10, 10, 13, 12, 9, 7, 8, 12, 8, 11, 9, 16, 8, 6, 12, 11, 9, 11, 8, 13, 8, 13, 8, 10, 10, 10, 15, 7, 11, 6, 9, 12, 12, 15, 11, 7, 15, 3, 9, 18, 3, 8, 9, 9, 10, 12, 5, 9, 9, 9, 5, 13, 8, 8, 7, 11, 13, 10, 10, 5, 9, 16, 9, 10, 9, 9, 8, 8, 14, 15, 9, 9, 13, 14, 8, 7, 8, 10, 7, 9, 12, 6, 11, 11, 3, 9, 13, 12, 7, 10, 12, 12, 7, 11, 8, 17, 14, 12, 10, 10, 11, 10, 11, 10, 11, 8, 17, 10, 9, 8, 14, 12, 7, 9, 10, 7, 11, 10, 16, 8, 9, 5, 10, 8, 2, 8, 9, 5, 11, 6, 11, 12, 13, 11, 7, 8, 4, 11, 12, 10, 11, 11, 11, 9, 6, 11, 11, 12, 16, 12, 11, 14, 7, 14, 7, 19, 11, 9, 12, 7, 7, 9, 11, 8, 9, 12, 9, 8, 12, 6, 13, 6, 7, 9, 8, 9, 10, 6, 6, 6, 14, 9, 12, 9, 12, 7, 9, 2, 7, 11, 11, 7, 16, 10, 10, 6, 8, 14, 6, 9, 15, 12, 7, 9, 13, 11, 5, 11, 12, 6, 11, 7, 9, 10, 16, 8, 11, 17, 11, 12, 8, 16, 5, 8, 13, 11, 10, 9, 11, 8, 7, 10, 10, 10, 14, 4, 8, 12, 6, 9, 7, 6, 9, 11, 7, 8, 8, 7, 10, 9, 9, 10)"
1519129311.952736,currentNEDPos_x,double,,,,,,-15.0
1519129311.952736,currentNEDPos_y,double,,,,,,-5.0
1519129311.952736,currentNEDPos_rz,double,,,,,,0.31415921449661255
1519129311.95378,bins,binary,0.015707963267948967,0.015707963267948967,30.0,300,300,"(10, 12, 14, 5, 14, 11, 6, 9, 8, 9, 11, 9, 7, 13, 11, 13, 10, 11, 9, 12, 9, 9, 13, 6, 13, 7, 9, 15, 8, 10, 6, 6, 5, 9, 9, 11, 7, 6, 9, 8, 7, 3, 5, 11, 9, 12, 9, 16, 5, 8, 9, 8, 13, 13, 8, 12, 14, 8, 10, 11, 5, 8, 11, 14, 11, 12, 10, 11, 12, 12, 7, 17, 12, 9, 8, 8, 12, 11, 9, 11, 10, 5, 10, 13, 14, 12, 11, 7, 12, 16, 13, 9, 12, 8, 6, 12, 10, 8, 12, 5, 5, 11, 12, 11, 5, 8, 9, 9, 11, 12, 12, 6, 13, 11, 9, 9, 16, 12, 11, 12, 5, 13, 9, 3, 6, 8, 5, 8, 7, 6, 10, 12, 8, 8, 13, 11, 13, 15, 6, 10, 11, 1, 7, 15, 12, 12, 13, 7, 10, 10, 11, 11, 15, 13, 7, 9, 9, 9, 7, 10, 1, 6, 14, 6, 13, 12, 125, 136, 11, 12, 8, 14, 10, 5, 11, 11, 11, 0, 8, 11, 12, 10, 10, 11, 7, 8, 4, 17, 9, 7, 11, 6, 7, 8, 15, 8, 13, 6, 13, 12, 10, 11, 4, 14, 6, 9, 6, 10, 11, 11, 11, 13, 9, 7, 8, 8, 6, 7, 9, 13, 6, 11, 11, 8, 14, 7, 8, 8, 9, 15, 9, 5, 6, 8, 12, 12, 10, 8, 4, 13, 13, 10, 13, 7, 11, 9, 8, 10, 10, 1, 10, 7, 13, 9, 9, 7, 13, 13, 9, 12, 9, 7, 7, 10, 11, 13, 8, 5, 9, 5, 5, 11, 3, 12, 5, 10, 7, 8, 7, 8, 8, 11, 15, 9, 12, 12, 7, 11, 8, 6, 10, 9, 14, 10, 5, 12, 11, 9, 6, 9)"
1519129311.956431,bins,binary,0.031415926535897934,0.015707963267948967,30.0,300,300,"(13, 8, 9, 16, 15, 9, 4, 8, 8, 8, 5, 5, 13, 6, 7, 11, 12, 7, 7, 9, 6, 5, 6, 10, 11, 6, 10, 7, 8, 10, 10, 9, 11, 13, 12, 8, 9, 8, 10, 4, 9, 10, 13, 5, 14, 9, 10, 9, 12, 7, 7, 2, 8, 9, 7, 5, 7, 9, 13, 6, 11, 8, 11, 13, 9, 13, 8, 6, 10, 7, 5, 6, 10, 10, 11, 5, 11, 12, 11, 9, 7, 9, 7, 5, 7, 12, 10, 8, 6, 8, 14, 14, 10, 10, 17, 6, 13, 10, 15, 12, 11, 12, 6, 5, 12, 11, 8, 13, 7, 12, 11, 10, 10, 12, 10, 13, 12, 13, 5, 12, 5, 7, 9, 13, 11, 7, 7, 9, 6, 8, 9, 10, 6, 4, 4, 6, 12, 15, 13, 5, 11, 4, 11, 13, 10, 6, 1, 9, 10, 9, 8, 8, 5, 8, 9, 8, 5, 9, 9, 11, 8, 11, 14, 13, 17, 5, 10, 214, 30, 11, 9, 7, 10, 9, 8, 10, 15, 10, 7, 11, 12, 13, 10, 14, 5, 6, 8, 11, 9, 12, 8, 12, 13, 8, 9, 12, 11, 15, 12, 7, 5, 8, 10, 4, 16, 7, 10, 11, 8, 9, 9, 10, 14, 7, 6, 14, 12, 9, 13, 10, 9, 14, 11, 5, 11, 6, 12, 8, 10, 12, 12, 5, 12, 12, 14, 10, 9, 11, 11, 9, 7, 7, 6, 11, 12, 7, 8, 5, 5, 11, 9, 12, 10, 9, 8, 9, 13, 13, 11, 10, 7, 10, 6, 8, 8, 7, 8, 9, 11, 11, 9, 12, 8, 7, 8, 12, 7, 11, 7, 15, 8, 11, 10, 10, 6, 9, 7, 8, 11, 10, 10, 12, 11, 14, 13, 11, 9, 12, 4, 7)"
1519129311.95392,currentNEDPos_x,double,,,,,,-15.0
